Settings file : case_01_0.05cm_lateral_radius.xml1.ini 

time	C_ApoUpflow (mmol / ml)[ 1]	C_ApoUpflow (mmol / ml)[ 2]	C_ApoUpflow (mmol / ml)[ 3]	C_ApoUpflow (mmol / ml)[ 4]	C_ApoUpflow (mmol / ml)[ 5]	C_ApoUpflow (mmol / ml)[ 6]	C_ApoUpflow (mmol / ml)[ 7]	C_ApoUpflow (mmol / ml)[ 8]	C_ApoUpflow (mmol / ml)[ 9]	C_ApoUpflow (mmol / ml)[10]	C_ApoUpflow (mmol / ml)[11]	C_ApoUpflow (mmol / ml)[12]	C_ApoUpflow (mmol / ml)[13]	C_ParApo (mmol / ml)[ 1]	C_ParApo (mmol / ml)[ 2]	C_ParApo (mmol / ml)[ 3]	C_ParApo (mmol / ml)[ 4]	C_ParApo (mmol / ml)[ 5]	C_ParApo (mmol / ml)[ 6]	C_ParApo (mmol / ml)[ 7]	C_ParApo (mmol / ml)[ 8]	C_ParApo (mmol / ml)[ 9]	C_ParApo (mmol / ml)[10]	C_ParApo (mmol / ml)[11]	C_ParApo (mmol / ml)[12]	C_ParApo (mmol / ml)[13]	C_PhlApo (mmol / ml)[ 1]	C_PhlApo (mmol / ml)[ 2]	C_PhlApo (mmol / ml)[ 3]	C_PhlApo (mmol / ml)[ 4]	C_PhlApo (mmol / ml)[ 5]	C_PhlApo (mmol / ml)[ 6]	C_PhlApo (mmol / ml)[ 7]	C_PhlApo (mmol / ml)[ 8]	C_PhlApo (mmol / ml)[ 9]	C_PhlApo (mmol / ml)[10]	C_PhlApo (mmol / ml)[11]	C_PhlApo (mmol / ml)[12]	C_PhlApo (mmol / ml)[13]	C_ST (mmol / ml)[ 1]	C_ST (mmol / ml)[ 2]	C_ST (mmol / ml)[ 3]	C_ST (mmol / ml)[ 4]	C_ST (mmol / ml)[ 5]	C_ST (mmol / ml)[ 6]	C_ST (mmol / ml)[ 7]	C_ST (mmol / ml)[ 8]	C_ST (mmol / ml)[ 9]	C_ST (mmol / ml)[10]	C_ST (mmol / ml)[11]	C_ST (mmol / ml)[12]	C_ST (mmol / ml)[13]	C_Sympl (mmol / ml)[ 1]	C_Sympl (mmol / ml)[ 2]	C_Sympl (mmol / ml)[ 3]	C_Sympl (mmol / ml)[ 4]	C_Sympl (mmol / ml)[ 5]	C_Sympl (mmol / ml)[ 6]	C_Sympl (mmol / ml)[ 7]	C_Sympl (mmol / ml)[ 8]	C_Sympl (mmol / ml)[ 9]	C_Sympl (mmol / ml)[10]	C_Sympl (mmol / ml)[11]	C_Sympl (mmol / ml)[12]	C_Sympl (mmol / ml)[13]	C_SymplUpflow (mmol / ml)[ 1]	C_SymplUpflow (mmol / ml)[ 2]	C_SymplUpflow (mmol / ml)[ 3]	C_SymplUpflow (mmol / ml)[ 4]	C_SymplUpflow (mmol / ml)[ 5]	C_SymplUpflow (mmol / ml)[ 6]	C_SymplUpflow (mmol / ml)[ 7]	C_SymplUpflow (mmol / ml)[ 8]	C_SymplUpflow (mmol / ml)[ 9]	C_SymplUpflow (mmol / ml)[10]	C_SymplUpflow (mmol / ml)[11]	C_SymplUpflow (mmol / ml)[12]	C_SymplUpflow (mmol / ml)[13]	JS_Apo (mmol / h)[ 1]	JS_Apo (mmol / h)[ 2]	JS_Apo (mmol / h)[ 3]	JS_Apo (mmol / h)[ 4]	JS_Apo (mmol / h)[ 5]	JS_Apo (mmol / h)[ 6]	JS_Apo (mmol / h)[ 7]	JS_Apo (mmol / h)[ 8]	JS_Apo (mmol / h)[ 9]	JS_Apo (mmol / h)[10]	JS_Apo (mmol / h)[11]	JS_Apo (mmol / h)[12]	JS_Apo (mmol / h)[13]	JS_ParMb (mmol / h)[ 1]	JS_ParMb (mmol / h)[ 2]	JS_ParMb (mmol / h)[ 3]	JS_ParMb (mmol / h)[ 4]	JS_ParMb (mmol / h)[ 5]	JS_ParMb (mmol / h)[ 6]	JS_ParMb (mmol / h)[ 7]	JS_ParMb (mmol / h)[ 8]	JS_ParMb (mmol / h)[ 9]	JS_ParMb (mmol / h)[10]	JS_ParMb (mmol / h)[11]	JS_ParMb (mmol / h)[12]	JS_ParMb (mmol / h)[13]	JS_PhlMb (mmol / h)[ 1]	JS_PhlMb (mmol / h)[ 2]	JS_PhlMb (mmol / h)[ 3]	JS_PhlMb (mmol / h)[ 4]	JS_PhlMb (mmol / h)[ 5]	JS_PhlMb (mmol / h)[ 6]	JS_PhlMb (mmol / h)[ 7]	JS_PhlMb (mmol / h)[ 8]	JS_PhlMb (mmol / h)[ 9]	JS_PhlMb (mmol / h)[10]	JS_PhlMb (mmol / h)[11]	JS_PhlMb (mmol / h)[12]	JS_PhlMb (mmol / h)[13]	JS_Sympl (mmol / h)[ 1]	JS_Sympl (mmol / h)[ 2]	JS_Sympl (mmol / h)[ 3]	JS_Sympl (mmol / h)[ 4]	JS_Sympl (mmol / h)[ 5]	JS_Sympl (mmol / h)[ 6]	JS_Sympl (mmol / h)[ 7]	JS_Sympl (mmol / h)[ 8]	JS_Sympl (mmol / h)[ 9]	JS_Sympl (mmol / h)[10]	JS_Sympl (mmol / h)[11]	JS_Sympl (mmol / h)[12]	JS_Sympl (mmol / h)[13]	JW_Apo (ml / h)[ 1]	JW_Apo (ml / h)[ 2]	JW_Apo (ml / h)[ 3]	JW_Apo (ml / h)[ 4]	JW_Apo (ml / h)[ 5]	JW_Apo (ml / h)[ 6]	JW_Apo (ml / h)[ 7]	JW_Apo (ml / h)[ 8]	JW_Apo (ml / h)[ 9]	JW_Apo (ml / h)[10]	JW_Apo (ml / h)[11]	JW_Apo (ml / h)[12]	JW_Apo (ml / h)[13]	JW_ParMb (ml / h)[ 1]	JW_ParMb (ml / h)[ 2]	JW_ParMb (ml / h)[ 3]	JW_ParMb (ml / h)[ 4]	JW_ParMb (ml / h)[ 5]	JW_ParMb (ml / h)[ 6]	JW_ParMb (ml / h)[ 7]	JW_ParMb (ml / h)[ 8]	JW_ParMb (ml / h)[ 9]	JW_ParMb (ml / h)[10]	JW_ParMb (ml / h)[11]	JW_ParMb (ml / h)[12]	JW_ParMb (ml / h)[13]	JW_Sympl (ml / h)[ 1]	JW_Sympl (ml / h)[ 2]	JW_Sympl (ml / h)[ 3]	JW_Sympl (ml / h)[ 4]	JW_Sympl (ml / h)[ 5]	JW_Sympl (ml / h)[ 6]	JW_Sympl (ml / h)[ 7]	JW_Sympl (ml / h)[ 8]	JW_Sympl (ml / h)[ 9]	JW_Sympl (ml / h)[10]	JW_Sympl (ml / h)[11]	JW_Sympl (ml / h)[12]	JW_Sympl (ml / h)[13]	JW_Trsv (ml / h)[ 1]	JW_Trsv (ml / h)[ 2]	JW_Trsv (ml / h)[ 3]	JW_Trsv (ml / h)[ 4]	JW_Trsv (ml / h)[ 5]	JW_Trsv (ml / h)[ 6]	JW_Trsv (ml / h)[ 7]	JW_Trsv (ml / h)[ 8]	JW_Trsv (ml / h)[ 9]	JW_Trsv (ml / h)[10]	JW_Trsv (ml / h)[11]	JW_Trsv (ml / h)[12]	JW_Trsv (ml / h)[13]	P_PhlApo (MPa)[ 1]	P_PhlApo (MPa)[ 2]	P_PhlApo (MPa)[ 3]	P_PhlApo (MPa)[ 4]	P_PhlApo (MPa)[ 5]	P_PhlApo (MPa)[ 6]	P_PhlApo (MPa)[ 7]	P_PhlApo (MPa)[ 8]	P_PhlApo (MPa)[ 9]	P_PhlApo (MPa)[10]	P_PhlApo (MPa)[11]	P_PhlApo (MPa)[12]	P_PhlApo (MPa)[13]	P_ST (MPa)[ 1]	P_ST (MPa)[ 2]	P_ST (MPa)[ 3]	P_ST (MPa)[ 4]	P_ST (MPa)[ 5]	P_ST (MPa)[ 6]	P_ST (MPa)[ 7]	P_ST (MPa)[ 8]	P_ST (MPa)[ 9]	P_ST (MPa)[10]	P_ST (MPa)[11]	P_ST (MPa)[12]	P_ST (MPa)[13]	P_ST_dot (MPa / h)[ 1]	P_ST_dot (MPa / h)[ 2]	P_ST_dot (MPa / h)[ 3]	P_ST_dot (MPa / h)[ 4]	P_ST_dot (MPa / h)[ 5]	P_ST_dot (MPa / h)[ 6]	P_ST_dot (MPa / h)[ 7]	P_ST_dot (MPa / h)[ 8]	P_ST_dot (MPa / h)[ 9]	P_ST_dot (MPa / h)[10]	P_ST_dot (MPa / h)[11]	P_ST_dot (MPa / h)[12]	P_ST_dot (MPa / h)[13]	P_Sympl (MPa)[ 1]	P_Sympl (MPa)[ 2]	P_Sympl (MPa)[ 3]	P_Sympl (MPa)[ 4]	P_Sympl (MPa)[ 5]	P_Sympl (MPa)[ 6]	P_Sympl (MPa)[ 7]	P_Sympl (MPa)[ 8]	P_Sympl (MPa)[ 9]	P_Sympl (MPa)[10]	P_Sympl (MPa)[11]	P_Sympl (MPa)[12]	P_Sympl (MPa)[13]	P_Sympl_dot (MPa / h)[ 1]	P_Sympl_dot (MPa / h)[ 2]	P_Sympl_dot (MPa / h)[ 3]	P_Sympl_dot (MPa / h)[ 4]	P_Sympl_dot (MPa / h)[ 5]	P_Sympl_dot (MPa / h)[ 6]	P_Sympl_dot (MPa / h)[ 7]	P_Sympl_dot (MPa / h)[ 8]	P_Sympl_dot (MPa / h)[ 9]	P_Sympl_dot (MPa / h)[10]	P_Sympl_dot (MPa / h)[11]	P_Sympl_dot (MPa / h)[12]	P_Sympl_dot (MPa / h)[13]	P_Xyl (MPa)[ 1]	P_Xyl (MPa)[ 2]	P_Xyl (MPa)[ 3]	P_Xyl (MPa)[ 4]	P_Xyl (MPa)[ 5]	P_Xyl (MPa)[ 6]	P_Xyl (MPa)[ 7]	P_Xyl (MPa)[ 8]	P_Xyl (MPa)[ 9]	P_Xyl (MPa)[10]	P_Xyl (MPa)[11]	P_Xyl (MPa)[12]	P_Xyl (MPa)[13]	PsiSoil (MPa)[ 1]	PsiSoil (MPa)[ 2]	PsiSoil (MPa)[ 3]	PsiSoil (MPa)[ 4]	PsiSoil (MPa)[ 5]	PsiSoil (MPa)[ 6]	PsiSoil (MPa)[ 7]	PsiSoil (MPa)[ 8]	PsiSoil (MPa)[ 9]	PsiSoil (MPa)[10]	PsiSoil (MPa)[11]	PsiSoil (MPa)[12]	PsiSoil (MPa)[13]	Psi_ParApo (MPa)[ 1]	Psi_ParApo (MPa)[ 2]	Psi_ParApo (MPa)[ 3]	Psi_ParApo (MPa)[ 4]	Psi_ParApo (MPa)[ 5]	Psi_ParApo (MPa)[ 6]	Psi_ParApo (MPa)[ 7]	Psi_ParApo (MPa)[ 8]	Psi_ParApo (MPa)[ 9]	Psi_ParApo (MPa)[10]	Psi_ParApo (MPa)[11]	Psi_ParApo (MPa)[12]	Psi_ParApo (MPa)[13]	Psi_PhlApo (MPa)[ 1]	Psi_PhlApo (MPa)[ 2]	Psi_PhlApo (MPa)[ 3]	Psi_PhlApo (MPa)[ 4]	Psi_PhlApo (MPa)[ 5]	Psi_PhlApo (MPa)[ 6]	Psi_PhlApo (MPa)[ 7]	Psi_PhlApo (MPa)[ 8]	Psi_PhlApo (MPa)[ 9]	Psi_PhlApo (MPa)[10]	Psi_PhlApo (MPa)[11]	Psi_PhlApo (MPa)[12]	Psi_PhlApo (MPa)[13]	Psi_ST (MPa)[ 1]	Psi_ST (MPa)[ 2]	Psi_ST (MPa)[ 3]	Psi_ST (MPa)[ 4]	Psi_ST (MPa)[ 5]	Psi_ST (MPa)[ 6]	Psi_ST (MPa)[ 7]	Psi_ST (MPa)[ 8]	Psi_ST (MPa)[ 9]	Psi_ST (MPa)[10]	Psi_ST (MPa)[11]	Psi_ST (MPa)[12]	Psi_ST (MPa)[13]	Q_PhlApo (mmol)[ 1]	Q_PhlApo (mmol)[ 2]	Q_PhlApo (mmol)[ 3]	Q_PhlApo (mmol)[ 4]	Q_PhlApo (mmol)[ 5]	Q_PhlApo (mmol)[ 6]	Q_PhlApo (mmol)[ 7]	Q_PhlApo (mmol)[ 8]	Q_PhlApo (mmol)[ 9]	Q_PhlApo (mmol)[10]	Q_PhlApo (mmol)[11]	Q_PhlApo (mmol)[12]	Q_PhlApo (mmol)[13]	Q_PhlApo_dot (mmol / h)[ 1]	Q_PhlApo_dot (mmol / h)[ 2]	Q_PhlApo_dot (mmol / h)[ 3]	Q_PhlApo_dot (mmol / h)[ 4]	Q_PhlApo_dot (mmol / h)[ 5]	Q_PhlApo_dot (mmol / h)[ 6]	Q_PhlApo_dot (mmol / h)[ 7]	Q_PhlApo_dot (mmol / h)[ 8]	Q_PhlApo_dot (mmol / h)[ 9]	Q_PhlApo_dot (mmol / h)[10]	Q_PhlApo_dot (mmol / h)[11]	Q_PhlApo_dot (mmol / h)[12]	Q_PhlApo_dot (mmol / h)[13]	Q_Sympl_dot (mmol / h)[ 1]	Q_Sympl_dot (mmol / h)[ 2]	Q_Sympl_dot (mmol / h)[ 3]	Q_Sympl_dot (mmol / h)[ 4]	Q_Sympl_dot (mmol / h)[ 5]	Q_Sympl_dot (mmol / h)[ 6]	Q_Sympl_dot (mmol / h)[ 7]	Q_Sympl_dot (mmol / h)[ 8]	Q_Sympl_dot (mmol / h)[ 9]	Q_Sympl_dot (mmol / h)[10]	Q_Sympl_dot (mmol / h)[11]	Q_Sympl_dot (mmol / h)[12]	Q_Sympl_dot (mmol / h)[13]	Transpirat (ml / h)[ 1]	Transpirat (ml / h)[ 2]	Transpirat (ml / h)[ 3]	Transpirat (ml / h)[ 4]	Transpirat (ml / h)[ 5]	Transpirat (ml / h)[ 6]	Transpirat (ml / h)[ 7]	Transpirat (ml / h)[ 8]	Transpirat (ml / h)[ 9]	Transpirat (ml / h)[10]	Transpirat (ml / h)[11]	Transpirat (ml / h)[12]	Transpirat (ml / h)[13]	vol_Sympl (ml)[ 1]	vol_Sympl (ml)[ 2]	vol_Sympl (ml)[ 3]	vol_Sympl (ml)[ 4]	vol_Sympl (ml)[ 5]	vol_Sympl (ml)[ 6]	vol_Sympl (ml)[ 7]	vol_Sympl (ml)[ 8]	vol_Sympl (ml)[ 9]	vol_Sympl (ml)[10]	vol_Sympl (ml)[11]	vol_Sympl (ml)[12]	vol_Sympl (ml)[13]	vol_Sympl_dot (ml / h)[ 1]	vol_Sympl_dot (ml / h)[ 2]	vol_Sympl_dot (ml / h)[ 3]	vol_Sympl_dot (ml / h)[ 4]	vol_Sympl_dot (ml / h)[ 5]	vol_Sympl_dot (ml / h)[ 6]	vol_Sympl_dot (ml / h)[ 7]	vol_Sympl_dot (ml / h)[ 8]	vol_Sympl_dot (ml / h)[ 9]	vol_Sympl_dot (ml / h)[10]	vol_Sympl_dot (ml / h)[11]	vol_Sympl_dot (ml / h)[12]	vol_Sympl_dot (ml / h)[13]	StarchSyn (mmol eq. Glu / h)[ 1]	StarchSyn (mmol eq. Glu / h)[ 2]	StarchSyn (mmol eq. Glu / h)[ 3]	StarchSyn (mmol eq. Glu / h)[ 4]	StarchSyn (mmol eq. Glu / h)[ 5]	StarchSyn (mmol eq. Glu / h)[ 6]	StarchSyn (mmol eq. Glu / h)[ 7]	StarchSyn (mmol eq. Glu / h)[ 8]	StarchSyn (mmol eq. Glu / h)[ 9]	StarchSyn (mmol eq. Glu / h)[10]	StarchSyn (mmol eq. Glu / h)[11]	StarchSyn (mmol eq. Glu / h)[12]	StarchSyn (mmol eq. Glu / h)[13]	Starch (mmol eq. Glu)[ 1]	Starch (mmol eq. Glu)[ 2]	Starch (mmol eq. Glu)[ 3]	Starch (mmol eq. Glu)[ 4]	Starch (mmol eq. Glu)[ 5]	Starch (mmol eq. Glu)[ 6]	Starch (mmol eq. Glu)[ 7]	Starch (mmol eq. Glu)[ 8]	Starch (mmol eq. Glu)[ 9]	Starch (mmol eq. Glu)[10]	Starch (mmol eq. Glu)[11]	Starch (mmol eq. Glu)[12]	Starch (mmol eq. Glu)[13]	Q_ST (mmol)[ 1]	Q_ST (mmol)[ 2]	Q_ST (mmol)[ 3]	Q_ST (mmol)[ 4]	Q_ST (mmol)[ 5]	Q_ST (mmol)[ 6]	Q_ST (mmol)[ 7]	Q_ST (mmol)[ 8]	Q_ST (mmol)[ 9]	Q_ST (mmol)[10]	Q_ST (mmol)[11]	Q_ST (mmol)[12]	Q_ST (mmol)[13]	JS_ST (mmol / h)[ 1]	JS_ST (mmol / h)[ 2]	JS_ST (mmol / h)[ 3]	JS_ST (mmol / h)[ 4]	JS_ST (mmol / h)[ 5]	JS_ST (mmol / h)[ 6]	JS_ST (mmol / h)[ 7]	JS_ST (mmol / h)[ 8]	JS_ST (mmol / h)[ 9]	JS_ST (mmol / h)[10]	JS_ST (mmol / h)[11]	JS_ST (mmol / h)[12]	JW_ST (ml / h)[ 1]	JW_ST (ml / h)[ 2]	JW_ST (ml / h)[ 3]	JW_ST (ml / h)[ 4]	JW_ST (ml / h)[ 5]	JW_ST (ml / h)[ 6]	JW_ST (ml / h)[ 7]	JW_ST (ml / h)[ 8]	JW_ST (ml / h)[ 9]	JW_ST (ml / h)[10]	JW_ST (ml / h)[11]	JW_ST (ml / h)[12]	C_Upflow (mmol / ml)[ 1]	C_Upflow (mmol / ml)[ 2]	C_Upflow (mmol / ml)[ 3]	C_Upflow (mmol / ml)[ 4]	C_Upflow (mmol / ml)[ 5]	C_Upflow (mmol / ml)[ 6]	C_Upflow (mmol / ml)[ 7]	C_Upflow (mmol / ml)[ 8]	C_Upflow (mmol / ml)[ 9]	C_Upflow (mmol / ml)[10]	C_Upflow (mmol / ml)[11]	C_Upflow (mmol / ml)[12]	JW_Xyl (ml / h)[ 1]	JW_Xyl (ml / h)[ 2]	JW_Xyl (ml / h)[ 3]	JW_Xyl (ml / h)[ 4]	JW_Xyl (ml / h)[ 5]	JW_Xyl (ml / h)[ 6]	JW_Xyl (ml / h)[ 7]	JW_Xyl (ml / h)[ 8]	JW_Xyl (ml / h)[ 9]	JW_Xyl (ml / h)[10]	JW_Xyl (ml / h)[11]	JW_Xyl (ml / h)[12] 
0	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0.960471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0262603	-0.0182631	-0.012394	-0.00796935	-0.00447335	-0.00149864	0.00130142	0.00425315	0.00777211	-0.0373178	-0.0373413	-0.0373741	-0.0374162	-0.105584	-0.105353	-0.104912	-0.104328	-0.103652	-0.102925	-0.10218	-0.101451	-0.100777	-0.105513	-0.10551	-0.105507	-0.105503	-0.51428	-0.515135	-0.51549	-0.515507	-0.515306	-0.514983	-0.514618	-0.514289	-0.514094	-0.512707	-0.512701	-0.512694	-0.512684	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0841344	-0.0839034	-0.0834621	-0.0828781	-0.0822023	-0.081475	-0.0807305	-0.080001	-0.0793276	-0.0840631	-0.0840608	-0.0840575	-0.0840533	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.10821	-0.107179	-0.106151	-0.105125	-0.104099	-0.103075	-0.10205	-0.101025	-0.1	-0.109244	-0.109245	-0.109245	-0.109245	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	-0.1	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	-0.517845	-0.517614	-0.517173	-0.516589	-0.515913	-0.515186	-0.514442	-0.513712	-0.513039	-0.517774	-0.517772	-0.517768	-0.517764	-0.517845	-0.517614	-0.517173	-0.516589	-0.515913	-0.515186	-0.514442	-0.513712	-0.513039	-0.517774	-0.517772	-0.517768	-0.517764	-0.51428	-0.515135	-0.51549	-0.515507	-0.515306	-0.514983	-0.514618	-0.514289	-0.514094	-0.512707	-0.512701	-0.512694	-0.512684	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	-9.91664e-010	-9.91664e-010	-9.91664e-010	-9.91664e-010	-9.91664e-010	-9.91664e-010	-9.91664e-010	-9.12857e-010	-9.91664e-010	-9.91664e-010	-9.91664e-010	-8.9413e-010	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	7.54	2.6e-005	2.6e-005	2.6e-005	2.6e-005	2.6e-005	2.6e-005	2.6e-005	2.6e-005	2.6e-005	2.6e-005	2.6e-005	2.6e-005	2.6e-005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0	-0	-0	-0	-0	0	0	0	0	0.0312718	0.0130087	0.000614671	-0.00735468	-0.011828	-0.0133267	-0.0120253	-0.00777211	0.0575321	0.0948499	0.132191	0.169565	0	0	0	0	0	0	0	0	0	0	0	0	7.36622	7.34796	7.33557	7.3276	7.32312	7.32163	7.32293	7.32718	7.39248	7.43079	7.46759	7.50231 
0.166667	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	0.169231	2.62765e-008	4.15745e-012	-1.27254e-010	-1.2749e-010	-1.27383e-010	-1.27305e-010	-1.27246e-010	-1.27198e-010	-1.53234e-011	3.0133e-006	0.000188062	0.00648809	0.116458	0.169231	0.169224	0.169224	0.169224	0.169224	0.169224	0.169224	0.169224	0.169225	0.169224	0.169224	0.169224	0.169225	2.62765e-008	4.15745e-012	-1.27254e-010	-1.2749e-010	-1.27383e-010	-1.27305e-010	-1.27246e-010	-1.27198e-010	-1.53234e-011	3.0133e-006	0.000188062	0.00648809	0.116458	0	0	0	0	0	0	0	0	0	0	0	0	0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	9.13163e-010	0	0	0	0.960471	0	0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.171086	-0.121682	-0.0864575	-0.0613084	-0.0433038	-0.0303454	-0.0209233	-0.0139395	-0.00865986	-0.240397	-0.238686	-0.173852	1.00366	-0.0912506	-0.0951112	-0.0975708	-0.099035	-0.0997933	-0.100053	-0.0999635	-0.099633	-0.099134	-0.0854233	-0.0855943	-0.0920777	-0.209829	-0.480281	-0.49085	-0.498093	-0.502972	-0.506175	-0.508194	-0.509384	-0.510002	-0.51022	-0.465035	-0.464988	-0.464927	-0.464848	0.210129	0.150147	0.107612	0.0775732	0.0565338	0.0420477	0.032432	0.0265713	0.0240089	0.294544	0.294798	0.29513	0.295556	-0.069801	-0.0736787	-0.0761383	-0.0776025	-0.0783609	-0.0786207	-0.0785311	-0.0782005	-0.0777002	-0.0639908	-0.0641619	-0.0706453	-0.188395	0.088773	0.0633835	0.0454437	0.0327665	0.0238797	0.0177531	0.0136776	0.0111837	0.0100877	0.124128	0.119032	0.0165414	-0.572835	-0.108359	-0.107279	-0.106217	-0.105166	-0.104124	-0.103088	-0.102056	-0.101027	-0.1	-0.109463	-0.109463	-0.109463	-0.109463	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	-0.1	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	-0.503512	-0.507373	-0.509832	-0.511296	-0.512055	-0.512314	-0.512225	-0.511894	-0.511395	-0.497685	-0.497856	-0.504339	-0.62209	-0.503512	-0.507373	-0.509832	-0.511296	-0.512055	-0.512314	-0.512225	-0.511894	-0.511395	-0.497685	-0.497856	-0.504339	-0.62209	-0.480281	-0.49085	-0.498093	-0.502972	-0.506175	-0.508194	-0.509384	-0.510002	-0.51022	-0.465042	-0.465446	-0.480733	-0.758372	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	-9.91664e-010	-9.91664e-010	-9.91664e-010	-9.91664e-010	-9.91664e-010	-9.91664e-010	-9.91664e-010	-9.12857e-010	-9.91664e-010	-9.91664e-010	-9.91664e-010	-8.9413e-010	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	7.54	2.6e-005	2.6e-005	2.6e-005	2.6e-005	2.6e-005	2.6e-005	2.6e-005	2.6e-005	2.6e-005	2.6e-005	2.6e-005	2.6e-005	2.6e-005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	3.41595e-008	5.40468e-012	-1.6543e-010	-1.65737e-010	-1.65598e-010	-1.65496e-010	-1.6542e-010	-1.65357e-010	-1.99204e-011	3.91729e-006	0.00024448	0.00843452	0.151396	1.0159e-008	1.10147e-012	-2.27123e-011	-1.49383e-011	-9.40957e-012	-5.54065e-012	-2.87568e-012	-1.10151e-012	1.68053e-006	0.000150092	0.00672678	0.140989	0.38662	0.264938	0.17848	0.117172	0.0738681	0.0435227	0.0225993	0.00865986	0.557705	0.798102	1.03679	1.21064	2.62765e-008	4.15745e-012	-1.27254e-010	-1.2749e-010	-1.27383e-010	-1.27305e-010	-1.27246e-010	-1.27198e-010	3.0133e-006	0.000188062	0.00648809	0.116458	7.71685	7.59517	7.50871	7.4474	7.4041	7.37376	7.35283	7.33889	7.88794	8.12797	8.36704	8.54472 
