time,id,organ_type,sub_type,connect_no,organ_id,organ_id2,parent_organ,length,res_main,carbon_q,c_satis,rw_satis,c_demand_2,growth_rate,exudation,order,organ_length,coor_x,coor_y,coor_z,connection_1,connection_2,radius,r_xyl_node,radial_water,r_xyl,r_st,connection_belong,JW_Trsv,Q_ST,C_ST,P_Xyl,P_ST,JW_Xyl,JW_ST,JS_ST
1,1,2,1,2,0,0,0,0.0,0.0,,,,,,,1,,0.0,0.0,-0.02,1,2,0.1,,,0.00013993107235801253,0.0467651607199341,,0.0720748,0.677982,0.521524,-0.110793,0.963433,9.16977,1.8388,0.958981
1,2,2,1,2,0,1,0,0.002500000000000001,9.916643308080813e-10,,,,,,,1,,5.219297204506052e-06,1.3178339514942405e-06,-0.022499994204443357,2,3,0.1,,,0.00013993107235801253,0.0467651607199341,,0.0930993,0.645103,0.496233,-0.10951,0.874265,9.26287,1.9319,0.958674
1,3,2,1,2,0,1,0,0.005000000000000003,9.916643308080818e-10,,,,,,,1,,-0.00013299935322271883,-0.00010464194662139366,-0.02499392045226526,3,4,0.1,,,0.00013993107235801253,0.04676516071993405,,0.108856,0.610501,0.469616,-0.108214,0.783461,9.37173,2.04076,0.958373
1,4,2,1,2,0,1,0,0.0075000000000000015,9.916643308080807e-10,,,,,,,1,,-8.078853203445122e-05,-0.0002562023860414474,-0.02748877585155269,4,5,0.1,,,0.00013993107235801253,0.04676516071993412,,0.12674,0.574629,0.442022,-0.106903,0.690603,9.49847,2.1675,0.958083
1,5,2,1,2,0,1,0,0.010000000000000004,9.916643308080818e-10,,,,,,,1,,-5.9416490776304885e-05,-0.00038730993003427443,-0.02998524416654502,5,6,0.1,,,0.00013993107235801253,0.04676516071993409,,0.149202,0.537465,0.413435,-0.105574,0.5952,9.64767,2.3167,0.957804
1,6,2,1,2,0,1,0,0.012500000000000004,9.916643308080811e-10,,,,,,,1,,3.1929298269486155e-05,-0.0006420145356384312,-0.0324705573280415,6,7,0.1,,,0.00013993107235801253,0.04676516071993402,,0.178382,0.498903,0.383771,-0.104224,0.496633,9.82605,2.49508,0.957541
1,7,2,1,2,0,1,0,0.015000000000000001,9.916643308080799e-10,,,,,,,1,,0.000275467399320235,-0.0008327148251760438,-0.03495134804732978,7,8,0.1,,,0.00013993107235801253,0.04676516071993409,,0.217218,0.45883,0.352946,-0.102849,0.394102,10.0433,2.7123,0.957296
1,8,2,1,2,0,1,0,0.0175,9.916643308080811e-10,,,,,,,1,,0.0005068881044258902,-0.0010323358712520205,-0.03743259690530673,8,9,0.1,,,0.00013993107235801253,0.04304876507146611,,0.270179,0.417168,0.320899,-0.101443,0.286543,10.3134,2.98248,0.957073
1,9,2,1,1,0,1,0,0.019801326693244754,9.128574380909327e-10,3.307644288,1407.6152094143406,0.9349642286541388,0.002349821361603641,1.8699284573082775,3.3052944666383963,1,1.9801326693244747,0.0006390251989145022,-0.0012454081288645288,-0.03972022549193019,10,1,0.1,,,0.00013993107235801253,0.04676516071993405,7.0,-2.77623,0.0208778,0.0160598,-0.1,0.181569,9.0977,1.76673,0.959293
1,10,3,1,2,1,2,0,0.0024999999999999988,9.916643308080807e-10,,,,,,,1,,0.0,0.0,-0.0175,11,10,0.1,,,1e-09,0.0001,,0.00602516,0.70587,0.542977,-0.112066,1.05143,9.09285,1.7607,0.959609
1,11,3,1,2,1,2,0,0.005000000000000001,9.916643308080818e-10,,,,,,,1,,0.0,0.0,-0.015,12,11,0.1,,,1e-09,0.0001,,0.0351603,0.708519,0.545015,-0.112066,1.05162,9.06007,1.72554,0.959921
1,12,3,1,2,1,2,0,0.0075,9.916643308080807e-10,,,,,,,1,,0.0,0.0,-0.0125,13,12,0.1,,,1e-09,0.0001,,0.200914,0.723191,0.556301,-0.112066,1.0518,8.85748,1.52463,0.960215
1,13,3,1,1,1,2,0,0.009754115099857198,8.941302168257117e-10,,,,,,,1,,0.0,0.0,-0.010245884900142803,,,0.1,,,,,,1.31765,0.818744,0.629803,-0.112066,1.05199,,,
2,1,2,1,2,0,0,0,0.0,0.0,,,,,,,1,,0.0,0.0,-0.02,1,2,0.1,,,0.00013993107235801253,0.0467651607199341,,0.164408,0.804272,0.618671,-0.143994,1.25119,17.7286,3.07637,1.90326
2,2,2,1,2,0,1,0,0.002500000000000001,9.916643308080813e-10,,,,,,,1,,5.219297204506052e-06,1.3178339514942405e-06,-0.022499994204443357,2,3,0.1,,,0.00013993107235801253,0.0467651607199341,,0.229818,0.747909,0.575315,-0.141513,1.08241,17.9585,3.30619,1.9021
2,3,2,1,2,0,1,0,0.005000000000000003,9.916643308080818e-10,,,,,,,1,,-0.00013299935322271883,-0.00010464194662139366,-0.02499392045226526,3,4,0.1,,,0.00013993107235801253,0.04676516071993405,,0.286267,0.687921,0.52917,-0.139,0.910862,18.2447,3.59246,1.90102
2,4,2,1,2,0,1,0,0.0075000000000000015,9.916643308080807e-10,,,,,,,1,,-8.078853203445122e-05,-0.0002562023860414474,-0.02748877585155269,4,5,0.1,,,0.00013993107235801253,0.04676516071993412,,0.3564,0.625507,0.481159,-0.136447,0.734992,18.6011,3.94886,1.90003
2,5,2,1,3,0,1,0,0.010000000000000004,9.916643308080818e-10,,,,,,,1,,-5.9416490776304885e-05,-0.00038730993003427443,-0.02998524416654502,5,6,0.1,,,0.00013993107235801253,0.04676516071993409,,0.452817,0.560893,0.431456,-0.133844,0.552777,19.0539,2.21212,0.954434
2,6,2,1,2,0,1,0,0.012500000000000004,9.916643308080811e-10,,,,,,,1,,3.1929298269486155e-05,-0.0006420145356384312,-0.0324705573280415,6,7,0.1,,,0.00013993107235801253,0.04676516071993402,,0.259903,0.501485,0.385758,-0.131178,0.456629,19.3138,2.47202,0.953602
2,7,2,1,2,0,1,0,0.015000000000000001,9.916643308080799e-10,,,,,,,1,,0.000275467399320235,-0.0008327148251760438,-0.03495134804732978,7,8,0.1,,,0.00013993107235801253,0.04676516071993409,,0.245377,0.455826,0.350636,-0.128475,0.354812,19.5592,2.7174,0.952818
2,8,2,1,2,0,1,0,0.0175,9.916643308080811e-10,,,,,,,1,,0.0005068881044258902,-0.0010323358712520205,-0.03743259690530673,8,9,0.1,,,0.00013993107235801253,0.04676516071993405,,0.285256,0.412206,0.317081,-0.125738,0.247336,19.8444,3.00266,0.952086
2,9,2,1,3,0,1,0,0.02,9.916643308080807e-10,,,,,,,1,,0.000650432581266666,-0.0012638026358773504,-0.039917716242490034,9,16,0.1,,,0.00013993107235801253,0.046765160719934175,,0.358203,0.368012,0.283086,-0.122962,0.133022,20.2026,0.886252,0.250886
2,10,3,1,2,3,2,0,0.0024999999999999988,9.916643308080807e-10,,,,,,,1,,0.0,0.0,-0.0175,16,17,0.1,,,0.00013993107235801253,0.04676516071993405,,-0.00156778,0.850232,0.654025,-0.146452,1.41853,20.3148,0.998437,0.250243
2,11,3,1,2,3,2,0,0.005000000000000001,9.916643308080818e-10,,,,,,,1,,0.0,0.0,-0.015,17,18,0.1,,,0.00013993107235801253,0.046765160719934175,,-0.00156759,0.850357,0.654121,-0.146452,1.41889,20.3847,1.06831,0.249587
2,12,3,1,2,3,2,0,0.0075,9.916643308080807e-10,,,,,,,1,,0.0,0.0,-0.0125,18,19,0.1,,,0.00013993107235801253,0.04676516071993405,,-0.00156868,0.850481,0.654216,-0.146452,1.41924,20.4521,1.13578,0.248926
2,13,3,1,3,3,2,0,0.01,9.916643308080811e-10,,,,,,,1,,0.0,0.0,-0.01,19,20,0.1,,,0.00013993107235801253,0.04676516071993405,,-0.00157589,0.850605,0.654312,-0.146452,1.4196,20.5282,1.2118,0.248269
2,14,2,3,1,1,3,1,0.011832470002755396,7.268780556033235e-10,3.264872832,11115.305649521817,0.9349642286541388,0.0002937276702004551,0.9349642286541388,3.2645791043297994,2,0.1832470002755393,-0.000532400916949919,0.00119392216688735,-0.03078144583651338,20,21,0.05,,,0.00013993107235801253,0.04676516071993412,16.0,-1.98599,0.0206066,0.0158512,-0.1,-0.00527023,20.6182,1.30188,0.247626
2,15,2,3,1,2,4,1,0.020236779373691664,9.392226366444016e-11,2.4210247679999997,8242.41300231526,0.9349642286541388,0.0002937276702004551,0.9349642286541388,2.420731040329799,2,0.023677937369166457,0.0005578014417653369,-0.0010843573895811265,-0.040041342078714466,21,22,0.05,,,0.00013993107235801253,0.04676516071993412,17.0,-2.32366,0.0152803,0.0117541,-0.1,0.0643019,20.7278,1.41147,0.247007
2,16,2,1,2,0,1,0,0.022500000000000006,9.916643308080832e-10,,,,,,,1,,0.0006252459932308196,-0.0015613612111858763,-0.042399817072441046,22,23,0.1,,,0.00013993107235801253,0.00860542723860163,,0.112185,0.325825,0.250635,-0.120135,0.10054,20.8642,1.54784,0.246421
2,17,2,1,2,0,1,0,0.025000000000000005,9.916643308080807e-10,,,,,,,1,,0.0006934832526895259,-0.001881626558424564,-0.04487827905193148,5,14,0.1,,,819.2636734637362,0.2742264134186047,,0.0698761,0.303716,0.233627,-0.117292,0.065231,4.13106e-05,2.18955,0.944697
2,18,2,1,2,0,1,0,0.02750000000000001,9.916643308080832e-10,,,,,,,1,,0.0007600548916842666,-0.002197709934758407,-0.04735732312497395,9,15,0.1,,,819.263673463733,0.03543368149073917,,0.0674677,0.284917,0.219167,-0.11444,0.0281437,2.80272e-05,2.47461,0.700528
2,19,2,1,2,0,1,0,0.03000000000000001,9.916643308080807e-10,,,,,,,1,,0.000862084703303099,-0.002501231658056522,-0.049836731215834984,10,1,0.1,,,0.00013993107235801253,0.04676516071993405,,0.0760155,0.26634,0.204877,-0.111578,-0.0106748,17.5642,2.91196,1.9045
2,20,2,1,2,0,1,0,0.03250000000000001,9.916643308080807e-10,,,,,,,1,,0.000993841374644543,-0.002829175650368958,-0.052311623722079086,11,10,0.1,,,1e-09,0.0001,,0.09008,0.247269,0.190207,-0.108705,-0.0514611,17.5653,2.91353,1.9058
2,21,2,1,2,0,1,0,0.03500000000000001,9.916643308080818e-10,,,,,,,1,,0.0010555289912019031,-0.003175400394875821,-0.054786764741143384,12,11,0.1,,,1e-09,0.0001,,0.109591,0.2275,0.175,-0.10582,-0.0945998,17.5661,2.9151,1.90711
2,22,2,1,2,0,1,0,0.03750000000000001,9.916643308080818e-10,,,,,,,1,,0.0013691938235379747,-0.0033220148356037497,-0.05726267236840366,13,12,0.1,,,1e-09,0.0001,,0.136376,0.206964,0.159203,-0.10292,-0.140624,17.5692,2.91667,1.90841
2,23,2,1,1,0,1,0,0.037960034088738506,1.8247975870310551e-10,0.851630976,362.42371012356557,0.9349642286541388,0.002349821361603641,1.8699284573082775,0.8492811546383964,1,3.7960034088738492,0.0014250159086051381,-0.0033497260978717826,-0.057718465461334786,29,13,0.1,,,1e-09,0.0001,15.0,-1.49475,0.00537492,0.00413455,-0.1,-0.149758,8.79393,1.46001,0.955509
2,24,4,2,2,4,7,2,0.0125,9.916643308080811e-10,,,,,,,2,,0.0020225424859373685,-2.476900181542729e-19,-0.008530536869268817,30,29,0.2,,,1e-09,0.0001,,-0.00165932,0.850661,0.654354,-0.146452,1.41978,8.79115,1.46005,0.956812
2,25,4,2,2,4,7,2,0.015000000000000001,9.916643308080811e-10,,,,,,,2,,0.004045084971874737,-4.953800363085458e-19,-0.007061073738537633,31,30,0.2,,,1e-09,0.0001,,-4.43614e-05,0.850855,0.654504,-0.146452,1.41996,8.78009,1.44699,0.958107
2,26,4,2,2,4,7,2,0.0175,9.916643308080811e-10,,,,,,,2,,0.006067627457812106,-7.430700544628187e-19,-0.00559161060780645,32,31,0.2,,,1e-09,0.0001,,0.0130525,0.851989,0.655376,-0.146452,1.42014,8.65957,1.32626,0.959361
2,27,4,2,2,4,7,2,0.02,9.916643308080807e-10,,,,,,,2,,0.008090169943749474,-9.907600726170917e-19,-0.004122147477075266,24,13,0.2,,,1e-09,0.0001,,0.120707,0.860839,0.662183,-0.146452,1.42032,8.78216,1.45824,0.954205
2,28,4,2,1,4,7,2,0.020367606998669515,1.458170993343885e-10,,,,,,,2,,0.008387570252924281,-1.0271811062867277e-18,-0.0039060735046178275,25,24,0.2,,,1e-09,0.0001,,1.1192,0.94042,0.7234,-0.146452,1.4205,8.78657,1.4599,0.955509
2,29,3,1,2,3,2,0,0.0125,9.916643308080811e-10,,,,,,,1,,0.0,0.0,-0.0075,26,25,0.1,,,1e-09,0.0001,,-4.34663e-05,0.850793,0.654456,-0.146452,1.41978,8.78902,1.45994,0.956812
2,30,3,1,2,3,2,0,0.015,9.916643308080807e-10,,,,,,,1,,0.0,0.0,-0.005,27,26,0.1,,,1e-09,0.0001,,0.0130578,0.851928,0.655329,-0.146452,1.41996,8.77643,1.44689,0.958107
2,31,3,1,2,3,2,0,0.017499999999999998,9.916643308080807e-10,,,,,,,1,,0.0,0.0,-0.0025,28,27,0.1,,,1e-09,0.0001,,0.120732,0.860779,0.662137,-0.146452,1.42014,8.65847,1.32618,0.959361
2,32,3,1,1,3,2,0,0.019032516392808094,6.07896737250582e-10,,,,,,,1,,0.0,0.0,-0.0009674836071919035,,,0.1,,,,,,1.11928,0.940366,0.723359,-0.146452,1.42032,,,
