time,id,organ_type,sub_type,connect_no,organ_id,organ_id2,parent_organ,length,res_main,carbon_q,c_satis,rw_satis,c_demand_2,growth_rate,exudation,order,organ_length,coor_x,coor_y,coor_z,connection_1,connection_2,radius,r_xyl_node,radial_water,r_xyl,r_st,connection_belong,JW_Trsv,Q_ST,C_ST,P_Xyl,P_ST,JW_Xyl,JW_ST,JS_ST
1,1,2,1,2,0,0,0,0.0,0.0,,,,,,,1,,0.0,0.0,-0.02,1,2,0.1,,,0.0001401689298628721,7.218030469995098,,3.40565e-05,4.76903e-07,0.018342400000000002,-0.116756,-0.484253,14.9424,0.000444247,8.14856e-06
1,2,2,1,2,0,1,0,0.002500000000000001,1.983328661616163e-07,,,,,,,1,,8.976145684697316e-05,0.00015398518918029324,-0.022493638193960348,2,3,0.1,,,0.0001401689298628721,7.218030469995096,,3.13749e-05,4.3449199999999997e-07,0.0167112,-0.11466199999999999,-0.48616000000000004,14.9424,0.000475622,7.94822e-06
1,3,2,1,2,0,1,0,0.005000000000000001,1.983328661616162e-07,,,,,,,1,,0.0002042304387274266,0.0002508196958236977,-0.0249891381299472,3,4,0.1,,,0.0001401689298628721,7.218030469995098,,3.96766e-05,3.9091900000000003e-07,0.015035299999999998,-0.112567,-0.4882,14.9425,0.0005152980000000001,7.74769e-06
1,4,2,1,2,0,1,0,0.007500000000000002,1.983328661616163e-07,,,,,,,1,,0.0003471251646748115,0.000367491036319733,-0.027482322618829498,4,5,0.1,,,0.0001401689298628721,7.218030469995098,,5.23995e-05,3.4564599999999997e-07,0.0132941,-0.110473,-0.49040500000000004,14.9425,0.000567698,7.54702e-06
1,5,2,1,2,0,1,0,0.010000000000000004,1.983328661616163e-07,,,,,,,1,,0.0007303994504460565,0.0002882081880942255,-0.029951495567783013,5,6,0.1,,,0.0001401689298628721,7.218030469995098,,7.285689999999999e-05,2.98179e-07,0.0114684,-0.108378,-0.492831,14.9426,0.000640555,7.346160000000001e-06
1,6,2,1,2,0,1,0,0.012500000000000004,1.983328661616163e-07,,,,,,,1,,0.0009458393227320883,0.0003635611297627115,-0.03244105528701276,6,7,0.1,,,0.0001401689298628721,7.218030469995101,,0.000109134,2.47797e-07,0.00953066,-0.10628399999999999,-0.49556400000000006,14.9427,0.0007496889999999999,7.145030000000001e-06
1,7,2,1,2,0,1,0,0.015000000000000006,1.9833286616161637e-07,,,,,,,1,,0.001097928025220195,0.0005791080070415606,-0.03492709804011875,7,8,0.1,,,0.0001401689298628721,7.218030469995093,,0.000183648,1.9342300000000002e-07,0.00743933,-0.104189,-0.49875600000000003,14.9429,0.0009333360000000001,6.9434e-06
1,8,2,1,2,0,1,0,0.017500000000000005,1.9833286616161616e-07,,,,,,,1,,0.001403185502060436,0.00034726306354126643,-0.037397536421258114,8,9,0.1,,,0.0001401689298628721,6.644418477301463,,0.000377318,1.3372199999999998e-07,0.00514317,-0.102095,-0.502722,14.9433,0.00131065,6.74091e-06
1,9,2,1,1,0,1,0,0.019801326693244754,1.8257148761818624e-07,0.1164829248,49.57097024622585,0.9349642286541388,0.002349821361603641,1.8699284573082775,0.11413310343839636,1,1.9801326693244747,0.0016256060629876406,-9.932194550181968e-05,-0.03964413284091511,10,1,0.1,,,0.0001401689298628721,7.218030469995093,7.0,-0.00130924,1.4295799999999999e-08,0.000549837,-0.1,-0.507837,14.9424,0.00041019,8.15004e-06
1,10,3,1,2,1,2,0,0.0024999999999999988,1.9833286616161616e-07,,,,,,,1,,0.0,0.0,-0.0175,11,10,0.1,,,1e-09,0.0001,,-9.89962e-06,5.165919999999999e-07,0.019868900000000002,-0.11885,-0.48248900000000006,14.9392,0.00042009,8.34674e-06
1,11,3,1,2,1,2,0,0.005000000000000001,1.9833286616161637e-07,,,,,,,1,,0.0,0.0,-0.015,12,11,0.1,,,1e-09,0.0001,,-9.899719999999999e-06,5.165919999999999e-07,0.019868900000000002,-0.11885,-0.48248900000000006,14.9624,0.00042999,8.54344e-06
1,12,3,1,2,1,2,0,0.0075,1.9833286616161616e-07,,,,,,,1,,0.0,0.0,-0.0125,13,12,0.1,,,1e-09,0.0001,,-9.90543e-06,5.16593e-07,0.019868900000000002,-0.11885,-0.48248900000000006,14.9461,0.000439895,8.740139999999999e-06
1,13,3,1,3,1,2,0,0.01,1.983328661616163e-07,,,,,,,1,,0.0,0.0,-0.01,18,13,0.1,,,1e-09,0.0001,,-1.01805e-05,5.16586e-07,0.0198687,-0.11885,-0.48248800000000003,7.40153,0.00025162,4.99943e-06
1,14,4,2,2,2,5,2,0.0125,7.933314646464652e-07,,,,,,,2,,0.0020225424859373685,-2.476900181542729e-19,-0.008530536869268817,19,18,0.2,,,1e-09,0.0001,,-3.9903e-05,5.15846e-07,0.019840200000000002,-0.11885,-0.48248800000000003,7.417000000000001,0.00026152,5.1961300000000005e-06
1,15,4,2,2,2,5,2,0.015000000000000001,7.933314646464652e-07,,,,,,,2,,0.004045084971874737,-4.953800363085458e-19,-0.007061073738537633,20,19,0.2,,,1e-09,0.0001,,-3.98343e-05,5.158480000000001e-07,0.019840299999999998,-0.11885,-0.48248800000000003,7.4447399999999995,0.000271419,5.39283e-06
1,16,4,2,2,2,5,2,0.0175,7.933314646464652e-07,,,,,,,2,,0.006067627457812106,-7.430700544628187e-19,-0.00559161060780645,21,20,0.2,,,1e-09,0.0001,,-3.46669e-05,5.15977e-07,0.0198453,-0.11885,-0.48248800000000003,7.4222399999999995,0.00028131900000000004,5.58953e-06
