C_ST,JS_ST,JW_ST,JW_Trsv,JW_Xyl,P_ST,P_Xyl,Q_ST,c_demand_2,c_satis,carbon_q,connect_no,connection_1,connection_2,connection_belong,coor_x,coor_y,coor_z,exudation,growth_rate,id,length,order,organ_id,organ_id2,organ_length,organ_type,parent_organ,r_st,r_xyl,r_xyl_node,radial_water,radius,res_main,rw_satis,sub_type,time
1.2726899999999999,0.766207,0.602035,-0.024493400000000002,7.961310000000001,4.65886,-0.108758,1.6545,,,,2,1,2,,0.0,0.0,-0.02,,,1,0.0,1,0,0,,2,0,0.02338258035996705,0.00013993124385512315,,,0.1,0.0,,1,1
1.2525899999999999,0.7142069999999999,0.570186,-0.031849,7.929460000000001,4.613659999999999,-0.107644,1.62836,,,,2,2,3,,7.930051390993035e-05,-0.00015539586288752344,-0.02249390528174008,,,2,0.0025000000000000014,1,0,1,,2,0,0.023382580359967032,0.00013993124385512315,,,0.1,9.916643308080816e-10,,1,1
1.23722,0.6601060000000001,0.5335409999999999,-0.0366451,7.8928199999999995,4.572369999999999,-0.10653499999999999,1.60838,,,,2,3,4,,0.0002519832541333988,-0.00027096812961969883,-0.024985255060954413,,,3,0.005000000000000001,1,0,1,,2,0,0.023382580359967046,0.00013993124385512315,,,0.1,9.916643308080811e-10,,1,1
1.22462,0.604272,0.493438,-0.0401028,7.852710000000001,4.5347800000000005,-0.10543,1.5919999999999999,,,,2,4,5,,0.0003732845082669578,-0.0003514271853739261,-0.02748101393273926,,,4,0.0075000000000000015,1,0,1,,2,0,0.023382580359967046,0.00013993124385512315,,,0.1,9.916643308080811e-10,,1,1
1.21374,0.5468850000000001,0.450579,-0.0428595,7.80985,4.50079,-0.104332,1.57786,,,,2,5,6,,0.00043890612387119507,-0.0005175126327568832,-0.029974627661393537,,,5,0.010000000000000002,1,0,1,,2,0,0.023382580359967025,0.00013993124385512315,,,0.1,9.916643308080811e-10,,1,1
1.2038799999999998,0.487861,0.405242,-0.0453369,7.76452,4.47035,-0.10323900000000001,1.56504,,,,2,6,7,,0.000655013675420521,-0.0009315902469686827,-0.03243060755861827,,,6,0.0125,1,0,1,,2,0,0.023382580359967046,0.00013993124385512315,,,0.1,9.916643308080807e-10,,1,1
1.1941,0.426497,0.357171,-0.0480709,7.71645,4.44343,-0.10215199999999999,1.55233,,,,2,7,8,,0.0009033873990640736,-0.0012696216593164147,-0.034895165380555024,,,7,0.015000000000000001,1,0,1,,2,0,0.02338258035996701,0.00013993124385512315,,,0.1,9.916643308080811e-10,,1,1
1.1815200000000001,0.359772,0.304501,-0.0526705,7.66378,4.42011,-0.10107200000000001,1.53597,,,,2,8,9,,0.0009725988594311043,-0.0014105646288807181,-0.037390229478546144,,,8,0.017499999999999998,1,0,1,,2,0,0.021524382535733026,0.00013993124385512315,,,0.1,9.916643308080799e-10,,1,1
0.770034,0.815508,0.626529,-0.245141,7.9858,4.4022,-0.1,1.00104,0.002349821361603641,529.1347045851426,1.243372032,1,10,1,7.0,0.0010825851359304649,-0.0014215325626378173,-0.03968890024062838,1.2410222106383964,1.8699284573082775,9,0.019801326693244747,1,0,1,1.9801326693244747,2,0,0.023382580359967025,0.00013993124385512315,,,0.1,9.128574380909311e-10,0.9349642286541388,1,1
1.3016299999999998,0.8611840000000001,0.6385029999999999,-0.0119744,7.9691600000000005,4.708469999999999,-0.109876,1.69212,,,,2,11,10,,0.0,0.0,-0.0175,,,10,0.0024999999999999988,1,1,2,,3,0,0.0001,1e-09,,,0.1,9.916643308080807e-10,,1,1
1.34876,0.901745,0.621009,0.0174938,7.918010000000001,4.70871,-0.109876,1.75338,,,,2,12,11,,0.0,0.0,-0.015,,,11,0.005000000000000001,1,1,2,,3,0,0.0001,1e-09,,,0.1,9.916643308080818e-10,,1,1
1.4520600000000001,0.93561,0.534459,0.08654989999999999,7.855569999999999,4.70899,-0.109876,1.88768,,,,2,13,12,,0.0,0.0,-0.0125,,,12,0.0075,1,1,2,,3,0,0.0001,1e-09,,,0.1,9.916643308080807e-10,,1,1
1.7505700000000002,,,0.32747800000000005,,4.70945,-0.109876,2.27575,,,,1,,,,0.0,0.0,-0.010245884900142803,,,13,0.009754115099857198,1,1,2,,3,0,,,,,0.1,8.941302168257117e-10,,1,1
1.07371,1.49794,1.39511,-0.022171,16.6563,3.49585,-0.136796,1.39582,,,,2,1,2,,0.0,0.0,-0.02,,,1,0.0,1,0,0,,2,0,0.02338258035996705,0.00013993124385512315,,,0.1,0.0,,1,2
1.06093,1.45776,1.37405,-0.0210609,16.6353,3.42153,-0.134465,1.3792,,,,2,2,3,,7.930051390993035e-05,-0.00015539586288752344,-0.02249390528174008,,,2,0.0025000000000000014,1,0,1,,2,0,0.023382580359967032,0.00013993124385512315,,,0.1,9.916643308080816e-10,,1,2
1.0470899999999999,1.41711,1.35338,-0.0206665,16.6146,3.3498300000000003,-0.132138,1.36122,,,,2,3,4,,0.0002519832541333988,-0.00027096812961969883,-0.024985255060954413,,,3,0.005000000000000001,1,0,1,,2,0,0.023382580359967046,0.00013993124385512315,,,0.1,9.916643308080811e-10,,1,2
1.0326,1.37605,1.3326,-0.0207782,16.5938,3.2807699999999995,-0.129813,1.34239,,,,2,4,5,,0.0003732845082669578,-0.0003514271853739261,-0.02748101393273926,,,4,0.0075000000000000015,1,0,1,,2,0,0.023382580359967046,0.00013993124385512315,,,0.1,9.916643308080811e-10,,1,2
1.01773,1.0831899999999999,1.0643200000000002,-0.021257400000000003,16.5725,3.21434,-0.12749100000000002,1.32304,,,,3,5,6,,0.00043890612387119507,-0.0005175126327568832,-0.029974627661393537,,,5,0.010000000000000002,1,0,1,,2,0,0.023382580359967025,0.00013993124385512315,,,0.1,9.916643308080811e-10,,1,2
1.00091,1.04125,1.0403,-0.0240223,16.5485,3.16252,-0.125172,1.30118,,,,2,6,7,,0.000655013675420521,-0.0009315902469686827,-0.03243060755861827,,,6,0.0125,1,0,1,,2,0,0.023382580359967046,0.00013993124385512315,,,0.1,9.916643308080807e-10,,1,2
0.985044,0.99866,1.0138200000000002,-0.0264788,16.522000000000002,3.1132,-0.12285599999999999,1.2805600000000001,,,,2,7,8,,0.0009033873990640736,-0.0012696216593164147,-0.034895165380555024,,,7,0.015000000000000001,1,0,1,,2,0,0.02338258035996701,0.00013993124385512315,,,0.1,9.916643308080811e-10,,1,2
0.969807,0.9552930000000001,0.985034,-0.028788499999999998,16.4933,3.0663099999999996,-0.12054400000000001,1.26075,,,,2,8,9,,0.0009725988594311043,-0.0014105646288807181,-0.037390229478546144,,,8,0.017499999999999998,1,0,1,,2,0,0.023382580359967087,0.00013993124385512315,,,0.1,9.916643308080799e-10,,1,2
0.9549700000000001,0.678341,0.710327,-0.031066000000000003,16.4622,3.02183,-0.118236,1.24146,,,,3,9,16,,0.0010920802403473942,-0.0014224794232787648,-0.039887344261107974,,,9,0.020000000000000004,1,0,1,,2,0,0.023382580359967025,0.00013993124385512315,,,0.1,9.916643308080832e-10,,1,2
1.08485,0.6327,0.674687,-0.024311700000000002,16.4265,3.57275,-0.13913,1.4103,,,,2,16,17,,0.0,0.0,-0.0175,,,10,0.0024999999999999988,1,3,2,,3,0,0.02338258035996706,0.00013993124385512315,,,0.1,9.916643308080807e-10,,1,2
1.09345,0.5849810000000001,0.634785,-0.0199247,16.3866,3.57309,-0.13913,1.42149,,,,2,17,18,,0.0,0.0,-0.015,,,11,0.005000000000000001,1,3,2,,3,0,0.023382580359967025,0.00013993124385512315,,,0.1,9.916643308080818e-10,,1,2
1.10425,0.534025,0.590233,-0.0143707,16.3421,3.57344,-0.13913,1.4355200000000001,,,,2,18,19,,0.0,0.0,-0.0125,,,12,0.0075,1,3,2,,3,0,0.023382580359967025,0.00013993124385512315,,,0.1,9.916643308080807e-10,,1,2
1.11805,0.477538,0.539578,-0.00718858,16.2914,3.57381,-0.13913,1.45346,,,,3,19,20,,0.0,0.0,-0.01,,,13,0.01,1,3,2,,3,0,0.023382580359967025,0.00013993124385512315,,,0.1,9.916643308080811e-10,,1,2
0.567704,0.410628,0.479133,-0.203268,16.230999999999998,3.2115099999999996,-0.1,0.738016,0.0002937276702004551,2957.972598928318,0.8688384,1,20,21,16.0,0.002061906684191456,-0.0011600188770365335,-0.030532302493405997,0.8685446723297996,0.9349642286541388,14,0.011832470002755394,2,1,3,0.1832470002755393,2,1,0.02338258035996706,0.00013993124385512315,,,0.05,7.268780556033235e-10,0.9349642286541388,3,2
0.509363,0.322789,0.399814,-0.20438199999999998,16.1517,3.0215,-0.1,0.662172,0.0002937276702004551,2737.5954041076043,0.8041075200000001,1,21,22,17.0,0.0009407283287807609,-0.0015809106153284803,-0.0399771029824483,0.8038137923297997,0.9349642286541388,15,0.02023677937369167,2,2,4,0.023677937369166457,2,1,0.023382580359967122,0.00013993124385512315,,,0.05,9.392226366444154e-11,0.9349642286541388,3,2
0.937768,0.195319,0.279267,-0.03564,16.0311,2.99047,-0.115933,1.2191,,,,2,22,23,,0.0012391970401616397,-0.0015704878304189014,-0.04237861906703129,,,16,0.022500000000000003,1,0,1,,2,0,0.004302713619300751,0.00013993124385512315,,,0.1,9.916643308080807e-10,,1,2
0.921542,0.2514,0.247021,-0.0399023,3.36196e-05,2.9614599999999998,-0.11363399999999999,1.198,,,,2,5,14,,0.0014066670828688896,-0.001992529611686277,-0.044837040210704664,,,17,0.025000000000000005,1,0,1,,2,0,0.005484528268372094,817.6993929617458,,,0.1,9.916643308080818e-10,,1,2
