C_ST,JS_ST,JW_ST,JW_Trsv,JW_Xyl,P_ST,P_Xyl,Q_ST,c_demand_2,c_satis,carbon_q,connect_no,connection_1,connection_2,connection_belong,coor_x,coor_y,coor_z,exudation,growth_rate,id,length,order,organ_id,organ_id2,organ_length,organ_type,parent_organ,r_st,r_xyl,r_xyl_node,radial_water,radius,res_main,rw_satis,sub_type,time
1.0390700000000002,0.879649,0.846575,-0.0012989000000000002,8.17966,-0.5805640000000001,-0.10911300000000002,1.35079,,,,2,1,2,,0.0,0.0,-0.02,,,1,0.0,1,0,0,,2,0,0.02805909643196043,0.00013993124385512315,,,0.1,0,,1,1
1.0226,0.858505,0.839528,-0.00704608,8.17262,-0.631728,-0.10796800000000001,1.32939,,,,2,2,3,,7.564138466783761e-05,-8.159105376621014e-05,-0.0224975230290972,,,2,0.0024999999999999988,1,0,1,,2,0,0.02805909643196043,0.00013993124385512315,,,0.1,0,,1,1
1.00901,0.836799,0.8293280000000001,-0.0102007,8.16242,-0.681148,-0.106825,1.31171,,,,2,3,4,,0.00015898837850479033,2.4518406122904686e-05,-0.02499387918580649,,,3,0.0049999999999999975,1,0,1,,2,0,0.028059096431960456,0.00013993124385512315,,,0.1,0,,1,1
0.996943,0.814733,0.817231,-0.012096700000000002,8.150319999999999,-0.728928,-0.105683,1.29603,,,,2,4,5,,-9.254141582231857e-05,6.559023100882938e-05,-0.02748085443050964,,,4,0.007499999999999998,1,0,1,,2,0,0.02805909643196043,0.00013993124385512315,,,0.1,0,,1,1
0.9857790000000001,0.792447,0.803879,-0.013352200000000002,8.13697,-0.7751239999999999,-0.10454200000000001,1.28151,,,,2,5,6,,-0.00037780629144104156,-5.450654620613267e-05,-0.02996162058531763,,,5,0.009999999999999997,1,0,1,,2,0,0.02805909643196041,0.00013993124385512315,,,0.1,0,,1,1
0.9752120000000001,0.770042,0.789615,-0.014263999999999999,8.122710000000001,-0.8197780000000001,-0.103403,1.26778,,,,2,6,7,,-0.0006557307024398933,-0.00017907240316530597,-0.03244299951024041,,,6,0.012499999999999994,1,0,1,,2,0,0.02805909643196047,0.00013993124385512315,,,0.1,0,,1,1
0.96509,0.747592,0.774634,-0.014980600000000002,8.10772,-0.862924,-0.102267,1.25462,,,,2,7,8,,-0.0007132818584195321,-0.00023639076638473912,-0.034941679655773904,,,7,0.014999999999999996,1,0,1,,2,0,0.02805909643196043,0.00013993124385512315,,,0.1,0,,1,1
0.9553219999999999,0.725133,0.759046,-0.015588299999999998,8.092139999999999,-0.904593,-0.101132,1.2419200000000001,,,,2,8,9,,-0.0009145753449673051,-0.00045679158090636176,-0.037423796577522685,,,8,0.017499999999999995,1,0,1,,2,0,0.025829259042879582,0.00013993124385512315,,,0.1,0,,1,1
0.0728758,0.8999280000000001,0.847873,-0.6035689999999999,8.18096,-0.9416180000000001,-0.1,0.0947385,0.002349821361603641,1066.4894314730946,2.506059648,1,10,1,7.0,-0.001127097069957552,-0.0006368710769822842,-0.039708202504791526,2.503709826638396,1.8699284573082775,9,0.01980132669324474,1,0,1,1.9801326693244747,2,0,0.02805909643196043,0.00013993124385512315,,,0.1,0,0.9349642286541388,1,1
1.06139,0.918882,0.8377979999999999,0.010075200000000001,8.17046,-0.527442,-0.110258,1.37981,,,,2,11,10,,0.0,0.0,-0.0175,,,10,0.0024999999999999988,1,1,2,,3,0,0.001,1e-09,,,0.1,0,,1,1
1.0967799999999999,0.935781,0.792519,0.0452792,8.12462,-0.52546,-0.110258,1.42582,,,,2,12,11,,0.0,0.0,-0.015,,,11,0.005000000000000001,1,1,2,,3,0,0.001,1e-09,,,0.1,0,,1,1
1.18077,0.949932,0.658983,0.133536,7.99198,-0.5232979999999999,-0.110258,1.535,,,,2,13,12,,0.0,0.0,-0.0125,,,12,0.0075,1,1,2,,3,0,0.001,1e-09,,,0.1,0,,1,1
